,description,language,description_no_nn,translated_text,tokens_text,preprocessed_text,ngrams_only,Nouns,final_tokens,final_memo_tokens
953, the envelope stress response esr gram negative enteric bacteria senses fluctuations nutrient availability and environmental changes avert damage and promote survival has protective role toward antimicrobials but direct interactions between esr components and antibiotic resistance genes have not been demonstrated here report interactions between central regulator esr viz the two component signal transduction system cpxra conjugative pilus expression and the rec ,en, the envelope stress response esr gram negative enteric bacteria senses fluctuations nutrient availability and environmental changes avert damage and promote survival has protective role toward antimicrobials but direct interactions between esr components and antibiotic resistance genes have not been demonstrated here report interactions between central regulator esr viz the two component signal transduction system cpxra conjugative pilus expression and the rec , the envelope stress response esr gram negative enteric bacteria senses fluctuations nutrient availability and environmental changes avert damage and promote survival has protective role toward antimicrobials but direct interactions between esr components and antibiotic resistance genes have not been demonstrated here report interactions between central regulator esr viz the two component signal transduction system cpxra conjugative pilus expression and the rec ,"['envelope', 'stress', 'response', 'esr', 'gram', 'negative', 'enteric', 'bacteria', 'sens', 'fluctuation', 'nutrient', 'availability', 'environmental', 'change', 'avert', 'damage', 'promote', 'survival', 'protective', 'role', 'toward', 'antimicrobial', 'direct', 'interaction', 'esr', 'component', 'antibiotic', 'resistance', 'gene', 'demonstrated', 'report', 'interaction', 'central', 'regulator', 'esr', 'viz', 'two', 'component', 'signal', 'transduction', 'system', 'cpxra', 'conjugative', 'pilus', 'expression', 'rec']","['envelope', 'stress', 'response', 'esr', 'gram', 'negative', 'enteric', 'bacteria', 'sens', 'fluctuation', 'nutrient', 'availability', 'environmental', 'change', 'avert', 'damage', 'promote', 'survival', 'protective', 'role', 'toward', 'antimicrobial', 'direct', 'interaction', 'esr', 'component', 'antibiotic', 'resistance', 'gene', 'demonstrated', 'report', 'interaction', 'central', 'regulator', 'esr', 'viz', 'two', 'component', 'signal', 'transduction', 'system', 'cpxra', 'conjugative', 'pilus', 'expression', 'rec']",[],envelope stress response esr gram bacteria fluctuation availability change damage promote role interaction component resistance gene report interaction regulator viz transduction system pilus expression rec,"['envelope', 'stress', 'response', 'esr', 'gram', 'bacteria', 'fluctuation', 'availability', 'change', 'damage', 'promote', 'role', 'interaction', 'component', 'resistance', 'gene', 'report', 'regulator', 'viz', 'transduction', 'system', 'pilus', 'expression', 'rec']","['envelope', 'stress', 'response', 'esr', 'gram', 'bacteria', 'fluctuation', 'availability', 'change', 'damage', 'promote', 'role', 'interaction', 'component', 'resistance', 'gene', 'report', 'regulator', 'viz', 'transduction', 'system', 'pilus', 'expression', 'rec']"
954, from the rice fermentation product new record fungus neohelicosporium griseum two new polyketides neogrisphenol and neogrisphenol one new isochroman one hydroxy methoxy dimethylisochroman one and four known compounds were isolated their structures were determined using and nmr mass spectrometry and chemical calculations the polymerization mode between the two naphthalenone derivative moieties uncommon compounds and ,en, from the rice fermentation product new record fungus neohelicosporium griseum two new polyketides neogrisphenol and neogrisphenol one new isochroman one hydroxy methoxy dimethylisochroman one and four known compounds were isolated their structures were determined using and nmr mass spectrometry and chemical calculations the polymerization mode between the two naphthalenone derivative moieties uncommon compounds and , from the rice fermentation product new record fungus neohelicosporium griseum two new polyketides neogrisphenol and neogrisphenol one new isochroman one hydroxy methoxy dimethylisochroman one and four known compounds were isolated their structures were determined using and nmr mass spectrometry and chemical calculations the polymerization mode between the two naphthalenone derivative moieties uncommon compounds and ,"['rice', 'fermentation', 'product', 'new', 'record', 'fungus', 'neohelicosporium', 'griseum', 'two', 'new', 'polyketides', 'neogrisphenol', 'neogrisphenol', 'one', 'new', 'isochroman', 'one', 'hydroxy', 'methoxy', 'dimethylisochroman', 'one', 'four', 'known', 'compound', 'isolated', 'structure', 'determined', 'using', 'nmr', 'mass', 'spectrometry', 'chemical', 'calculation', 'polymerization', 'mode', 'two', 'naphthalenone', 'derivative', 'moiety', 'uncommon', 'compound']","['rice', 'fermentation', 'product', 'new', 'record', 'fungus', 'neohelicosporium', 'griseum', 'two', 'new', 'polyketides', 'neogrisphenol', 'neogrisphenol', 'one', 'new', 'isochroman', 'one', 'hydroxy', 'methoxy', 'dimethylisochroman', 'one', 'four', 'known', 'compound', 'isolated', 'structure', 'determined', 'using', 'nmr', 'mass_spectrometry', 'chemical', 'calculation', 'polymerization', 'mode', 'two', 'naphthalenone', 'derivative', 'moiety', 'uncommon', 'compound']",['mass_spectrometry'],rice fermentation product record fungus neohelicosporium griseum polyketides isochroman hydroxy methoxy dimethylisochroman compound structure mass spectrometry chemical calculation polymerization naphthalenone moiety compound,"['mass_spectrometry', 'rice', 'fermentation', 'product', 'record', 'fungus', 'neohelicosporium', 'griseum', 'polyketides', 'isochroman', 'hydroxy', 'methoxy', 'dimethylisochroman', 'compound', 'structure', 'mass', 'spectrometry', 'chemical', 'calculation', 'polymerization', 'naphthalenone', 'moiety']","['mass_spectrometry', 'rice', 'fermentation', 'product', 'record', 'fungus', 'neohelicosporium', 'griseum', 'polyketides', 'isochroman', 'hydroxy', 'methoxy', 'dimethylisochroman', 'compound', 'structure', 'mass', 'spectrometry', 'chemical', 'calculation', 'polymerization', 'naphthalenone', 'moiety']"
955, fluorescent proteins fps have become essential tool for biological research since the isolation and description green hundreds fps have been discovered and created with various characteristics the excitation these proteins ranges from ultraviolet near infrared nir using conventional cytometry with each detector assigned fluorochrome great care must taken when selecting the optimal bandpass filters minimalize the spectral overlap the emission spec ,en, fluorescent proteins fps have become essential tool for biological research since the isolation and description green hundreds fps have been discovered and created with various characteristics the excitation these proteins ranges from ultraviolet near infrared nir using conventional cytometry with each detector assigned fluorochrome great care must taken when selecting the optimal bandpass filters minimalize the spectral overlap the emission spec , fluorescent proteins fps have become essential tool for biological research since the isolation and description green hundreds fps have been discovered and created with various characteristics the excitation these proteins ranges from ultraviolet near infrared nir using conventional cytometry with each detector assigned fluorochrome great care must taken when selecting the optimal bandpass filters minimalize the spectral overlap the emission spec ,"['fluorescent', 'protein', 'fps', 'become', 'essential', 'tool', 'biological', 'research', 'since', 'isolation', 'description', 'green', 'hundred', 'fps', 'discovered', 'created', 'various', 'characteristic', 'excitation', 'protein', 'range', 'ultraviolet', 'near', 'infrared', 'nir', 'using', 'conventional', 'cytometry', 'detector', 'assigned', 'fluorochrome', 'great', 'care', 'must', 'taken', 'selecting', 'optimal', 'bandpass', 'filter', 'minimalize', 'spectral', 'overlap', 'emission', 'spec']","['fluorescent', 'protein', 'fps', 'become', 'essential', 'tool', 'biological', 'research', 'since', 'isolation', 'description', 'green', 'hundred', 'fps', 'discovered', 'created', 'various', 'characteristic', 'excitation', 'protein', 'range', 'ultraviolet', 'near', 'infrared', 'nir', 'using', 'conventional', 'cytometry', 'detector', 'assigned', 'fluorochrome', 'great', 'care', 'must', 'taken', 'selecting', 'optimal', 'bandpass', 'filter', 'minimalize', 'spectral', 'overlap', 'emission', 'spec']",[],fluorescent protein research isolation description excitation protein range ultraviolet nir cytometry detector care bandpass filter emission spec,"['fluorescent', 'protein', 'research', 'isolation', 'description', 'excitation', 'range', 'ultraviolet', 'nir', 'cytometry', 'detector', 'care', 'bandpass', 'filter', 'emission', 'spec']","['fluorescent', 'protein', 'research', 'isolation', 'description', 'excitation', 'range', 'ultraviolet', 'nir', 'cytometry', 'detector', 'care', 'bandpass', 'filter', 'emission', 'spec']"
957, silver nanoparticles agnps have various applications such their use the medical field they have been reported show antimicrobial and anti tumor effects the main purpose the current study was explore the anti cancer effects agnps administration alone combination with cisplatin against hepatocellular carcinoma hcc rats seventy five rats sprague dawley albino rats were used the present study rats were assigned groups group served norma ,en, silver nanoparticles agnps have various applications such their use the medical field they have been reported show antimicrobial and anti tumor effects the main purpose the current study was explore the anti cancer effects agnps administration alone combination with cisplatin against hepatocellular carcinoma hcc rats seventy five rats sprague dawley albino rats were used the present study rats were assigned groups group served norma , silver nanoparticles agnps have various applications such their use the medical field they have been reported show antimicrobial and anti tumor effects the main purpose the current study was explore the anti cancer effects agnps administration alone combination with cisplatin against hepatocellular carcinoma hcc rats seventy five rats sprague dawley albino rats were used the present study rats were assigned groups group served norma ,"['silver', 'nanoparticles', 'agnps', 'various', 'application', 'use', 'medical', 'field', 'reported', 'show', 'antimicrobial', 'anti', 'tumor', 'effect', 'main', 'purpose', 'current', 'study', 'explore', 'anti', 'cancer', 'effect', 'agnps', 'administration', 'alone', 'combination', 'cisplatin', 'hepatocellular', 'carcinoma', 'hcc', 'rat', 'seventy', 'five', 'rat', 'sprague', 'dawley', 'albino', 'rat', 'used', 'present', 'study', 'rat', 'assigned', 'group', 'group', 'served', 'norma']","['silver', 'nanoparticles', 'agnps', 'various', 'application', 'use', 'medical', 'field', 'reported', 'show', 'antimicrobial', 'anti', 'tumor', 'effect', 'main', 'purpose', 'current', 'study', 'explore', 'anti', 'cancer', 'effect', 'agnps', 'administration', 'alone', 'combination', 'cisplatin', 'hepatocellular_carcinoma_hcc', 'rat', 'seventy', 'five', 'rat', 'sprague', 'dawley', 'albino', 'rat', 'used', 'present', 'study', 'rat', 'assigned', 'group', 'group', 'served', 'norma']",['hepatocellular_carcinoma_hcc'],silver nanoparticles application field tumor effect purpose study cancer effect administration combination carcinoma hcc rat seventy rat sprague dawley albino rat study rat group group,"['hepatocellular_carcinoma_hcc', 'silver', 'nanoparticles', 'application', 'field', 'tumor', 'effect', 'purpose', 'study', 'cancer', 'administration', 'combination', 'carcinoma', 'hcc', 'rat', 'seventy', 'sprague', 'dawley', 'albino', 'group']","['hepatocellular_carcinoma_hcc', 'silver', 'nanoparticles', 'application', 'field', 'tumor', 'effect', 'purpose', 'study', 'cancer', 'administration', 'combination', 'carcinoma', 'hcc', 'rat', 'seventy', 'sprague', 'dawley', 'albino', 'group']"
958, the summer became clear that the genetic composition sars cov was changing rapidly this was highlighted the rapid emergence the dg mutation that time the autumn the project entitled agility was initiated with funding from the coalition for epidemic preparedness innovations cepi assess new variants sars cov the project was designed reach out and intercept swabs containing live variant viruses order generate highly characterise ,en, the summer became clear that the genetic composition sars cov was changing rapidly this was highlighted the rapid emergence the dg mutation that time the autumn the project entitled agility was initiated with funding from the coalition for epidemic preparedness innovations cepi assess new variants sars cov the project was designed reach out and intercept swabs containing live variant viruses order generate highly characterise , the summer became clear that the genetic composition sars cov was changing rapidly this was highlighted the rapid emergence the dg mutation that time the autumn the project entitled agility was initiated with funding from the coalition for epidemic preparedness innovations cepi assess new variants sars cov the project was designed reach out and intercept swabs containing live variant viruses order generate highly characterise ,"['summer', 'became', 'clear', 'genetic', 'composition', 'sars', 'cov', 'changing', 'rapidly', 'highlighted', 'rapid', 'emergence', 'dg', 'mutation', 'time', 'autumn', 'project', 'entitled', 'agility', 'initiated', 'funding', 'coalition', 'epidemic', 'preparedness', 'innovation', 'cepi', 'ass', 'new', 'variant', 'sars', 'cov', 'project', 'designed', 'reach', 'intercept', 'swab', 'containing', 'live', 'variant', 'virus', 'order', 'generate', 'highly', 'characterise']","['summer', 'became', 'clear', 'genetic', 'composition', 'sars_cov', 'changing', 'rapidly', 'highlighted', 'rapid', 'emergence', 'dg', 'mutation', 'time', 'autumn', 'project', 'entitled', 'agility', 'initiated', 'funding', 'coalition', 'epidemic', 'preparedness', 'innovation', 'cepi', 'ass', 'new', 'variant', 'sars_cov', 'project', 'designed', 'reach', 'intercept', 'swab', 'containing', 'live', 'variant', 'virus', 'order', 'generate', 'highly', 'characterise']","['sars_cov', 'sars_cov']",summer composition sars emergence dg mutation time autumn project agility coalition preparedness innovation cepi sars project swab variant virus order generate characterise,"['sars_cov', 'summer', 'composition', 'sars', 'emergence', 'mutation', 'time', 'autumn', 'project', 'agility', 'coalition', 'preparedness', 'innovation', 'cepi', 'swab', 'variant', 'virus', 'order', 'generate', 'characterise']","['sars_cov', 'summer', 'composition', 'sars', 'emergence', 'mutation', 'time', 'autumn', 'project', 'agility', 'coalition', 'preparedness', 'innovation', 'cepi', 'swab', 'variant', 'virus', 'order', 'generate', 'characterise']"
960, the coronavirus disease covid post pandemic evolution correlated the development new variants viral genomic and immune response monitoring are fundamental the surveillance severe acute respiratory syndrome coronavirus sars cov infection since january july monitored the sars cov variants trend ragusa area sequencing samples next generation sequencing ngs technology were healthcare workers hcws asp ragusa the evaluation ,en, the coronavirus disease covid post pandemic evolution correlated the development new variants viral genomic and immune response monitoring are fundamental the surveillance severe acute respiratory syndrome coronavirus sars cov infection since january july monitored the sars cov variants trend ragusa area sequencing samples next generation sequencing ngs technology were healthcare workers hcws asp ragusa the evaluation , the coronavirus disease covid post pandemic evolution correlated the development new variants viral genomic and immune response monitoring are fundamental the surveillance severe acute respiratory syndrome coronavirus sars cov infection since january july monitored the sars cov variants trend ragusa area sequencing samples next generation sequencing ngs technology were healthcare workers hcws asp ragusa the evaluation ,"['coronavirus', 'disease', 'covid', 'post', 'pandemic', 'evolution', 'correlated', 'development', 'new', 'variant', 'viral', 'genomic', 'immune', 'response', 'monitoring', 'fundamental', 'surveillance', 'severe', 'acute', 'respiratory', 'syndrome', 'coronavirus', 'sars', 'cov', 'infection', 'since', 'january', 'july', 'monitored', 'sars', 'cov', 'variant', 'trend', 'ragusa', 'area', 'sequencing', 'sample', 'next', 'generation', 'sequencing', 'ng', 'technology', 'healthcare', 'worker', 'hcws', 'asp', 'ragusa', 'evaluation']","['coronavirus', 'disease', 'covid', 'post', 'pandemic', 'evolution', 'correlated', 'development', 'new', 'variant', 'viral', 'genomic', 'immune', 'response', 'monitoring', 'fundamental', 'surveillance', 'severe', 'acute', 'respiratory', 'syndrome', 'coronavirus', 'sars_cov', 'infection', 'since', 'january', 'july', 'monitored', 'sars_cov', 'variant', 'trend', 'ragusa', 'area', 'sequencing', 'sample', 'next', 'generation', 'sequencing', 'ng', 'technology', 'healthcare', 'worker', 'hcws', 'asp', 'ragusa', 'evaluation']","['sars_cov', 'sars_cov']",coronavirus disease post evolution development immune response monitoring surveillance respiratory syndrome coronavirus sars infection july sars trend area generation technology healthcare worker hcws asp ragusa evaluation,"['sars_cov', 'coronavirus', 'disease', 'post', 'evolution', 'development', 'immune', 'response', 'monitoring', 'surveillance', 'respiratory', 'syndrome', 'sars', 'infection', 'july', 'trend', 'area', 'generation', 'technology', 'healthcare', 'worker', 'hcws', 'asp', 'ragusa', 'evaluation']","['sars_cov', 'coronavirus', 'disease', 'post', 'evolution', 'development', 'immune', 'response', 'monitoring', 'surveillance', 'respiratory', 'syndrome', 'sars', 'infection', 'july', 'trend', 'area', 'generation', 'technology', 'healthcare', 'worker', 'hcws', 'asp', 'ragusa', 'evaluation']"
961, introduction and importance thrombosis permanent hemodialysis catheters one the most important problems hemodialysis centers drug methods such heparin aspirin and warfarin along with urokinase are used keep these catheters open case presentation the present case report year old kurdish patient with year history type diabetes and hypertension leading end stage renal disease esrd the patient has been undergoing hemodialysis for two months with ,en, introduction and importance thrombosis permanent hemodialysis catheters one the most important problems hemodialysis centers drug methods such heparin aspirin and warfarin along with urokinase are used keep these catheters open case presentation the present case report year old kurdish patient with year history type diabetes and hypertension leading end stage renal disease esrd the patient has been undergoing hemodialysis for two months with , introduction and importance thrombosis permanent hemodialysis catheters one the most important problems hemodialysis centers drug methods such heparin aspirin and warfarin along with urokinase are used keep these catheters open case presentation the present case report year old kurdish patient with year history type diabetes and hypertension leading end stage renal disease esrd the patient has been undergoing hemodialysis for two months with ,"['introduction', 'importance', 'thrombosis', 'permanent', 'hemodialysis', 'catheter', 'one', 'important', 'problem', 'hemodialysis', 'center', 'drug', 'method', 'heparin', 'aspirin', 'warfarin', 'along', 'urokinase', 'used', 'keep', 'catheter', 'open', 'case', 'presentation', 'present', 'case', 'report', 'year', 'old', 'kurdish', 'patient', 'year', 'history', 'type', 'diabetes', 'hypertension', 'leading', 'end', 'stage', 'renal', 'disease', 'esrd', 'patient', 'undergoing', 'hemodialysis', 'two', 'month']","['introduction', 'importance', 'thrombosis', 'permanent', 'hemodialysis', 'catheter', 'one', 'important', 'problem', 'hemodialysis', 'center', 'drug', 'method', 'heparin', 'aspirin', 'warfarin', 'along', 'urokinase', 'used', 'keep', 'catheter', 'open', 'case', 'presentation', 'present', 'case', 'report', 'year_old', 'kurdish', 'patient', 'year', 'history', 'type', 'diabetes', 'hypertension', 'leading', 'end_stage_renal', 'disease', 'esrd', 'patient', 'undergoing', 'hemodialysis', 'two', 'month']","['year_old', 'end_stage_renal']",introduction importance thrombosis hemodialysis catheter problem hemodialysis center drug method heparin aspirin warfarin urokinase catheter case presentation case report year kurdish year history type hypertension stage disease patient hemodialysis month,"['year_old', 'end_stage_renal', 'introduction', 'importance', 'thrombosis', 'hemodialysis', 'catheter', 'problem', 'center', 'drug', 'method', 'heparin', 'aspirin', 'warfarin', 'urokinase', 'case', 'presentation', 'report', 'year', 'kurdish', 'history', 'type', 'hypertension', 'stage', 'disease', 'patient', 'month']","['year_old', 'end_stage_renal', 'introduction', 'importance', 'thrombosis', 'hemodialysis', 'catheter', 'problem', 'center', 'drug', 'method', 'heparin', 'aspirin', 'warfarin', 'urokinase', 'case', 'presentation', 'report', 'year', 'kurdish', 'history', 'type', 'hypertension', 'stage', 'disease', 'patient', 'month']"
962, bordetella pertussis the primary agent the acute respiratory disease pertussis has been reported that the disease has recently become more common especially adults and adolescents and adaptation the pathogen thought have important influence the recurrence the disease this study aims determine the effect erythromycin azithromycin and trimethoprim sulfamethoxazole used the treatment pertussis the virulence gene expressions prn ptxs fhab ,en, bordetella pertussis the primary agent the acute respiratory disease pertussis has been reported that the disease has recently become more common especially adults and adolescents and adaptation the pathogen thought have important influence the recurrence the disease this study aims determine the effect erythromycin azithromycin and trimethoprim sulfamethoxazole used the treatment pertussis the virulence gene expressions prn ptxs fhab , bordetella pertussis the primary agent the acute respiratory disease pertussis has been reported that the disease has recently become more common especially adults and adolescents and adaptation the pathogen thought have important influence the recurrence the disease this study aims determine the effect erythromycin azithromycin and trimethoprim sulfamethoxazole used the treatment pertussis the virulence gene expressions prn ptxs fhab ,"['bordetella', 'pertussis', 'primary', 'agent', 'acute', 'respiratory', 'disease', 'pertussis', 'reported', 'disease', 'recently', 'become', 'common', 'especially', 'adult', 'adolescent', 'adaptation', 'pathogen', 'thought', 'important', 'influence', 'recurrence', 'disease', 'study', 'aim', 'determine', 'effect', 'erythromycin', 'azithromycin', 'trimethoprim', 'sulfamethoxazole', 'used', 'treatment', 'pertussis', 'virulence', 'gene', 'expression', 'prn', 'ptxs', 'fhab']","['bordetella', 'pertussis', 'primary', 'agent', 'acute', 'respiratory', 'disease', 'pertussis', 'reported', 'disease', 'recently', 'become', 'common', 'especially', 'adult', 'adolescent', 'adaptation', 'pathogen', 'thought', 'important', 'influence', 'recurrence', 'disease', 'study', 'aim', 'determine', 'effect', 'erythromycin', 'azithromycin', 'trimethoprim', 'sulfamethoxazole', 'used', 'treatment', 'pertussis', 'virulence', 'gene', 'expression', 'prn', 'ptxs', 'fhab']",[],bordetella pertussis agent respiratory disease pertussis disease adaptation pathogen influence recurrence disease study aim determine effect sulfamethoxazole treatment pertussis virulence gene expression prn ptxs fhab,"['bordetella', 'pertussis', 'agent', 'respiratory', 'disease', 'adaptation', 'pathogen', 'influence', 'recurrence', 'study', 'aim', 'determine', 'effect', 'sulfamethoxazole', 'treatment', 'virulence', 'gene', 'expression', 'prn', 'ptxs', 'fhab']","['bordetella', 'pertussis', 'agent', 'respiratory', 'disease', 'adaptation', 'pathogen', 'influence', 'recurrence', 'study', 'aim', 'determine', 'effect', 'sulfamethoxazole', 'treatment', 'virulence', 'gene', 'expression', 'prn', 'ptxs', 'fhab']"
963, the sars cov virus the causative agent covid uses the ace receptor the host penetrate and infect the cell mainly the pulmonary renal and cardiac tissues the earlier reported delta and the recent omicron are the variants concern the mutations the rbd region spike protein are associated with increased rbd ace receptor interaction this binding affinity between spike protein and the receptor greater omicron than the delta variant more over the omicr ,en, the sars cov virus the causative agent covid uses the ace receptor the host penetrate and infect the cell mainly the pulmonary renal and cardiac tissues the earlier reported delta and the recent omicron are the variants concern the mutations the rbd region spike protein are associated with increased rbd ace receptor interaction this binding affinity between spike protein and the receptor greater omicron than the delta variant more over the omicr , the sars cov virus the causative agent covid uses the ace receptor the host penetrate and infect the cell mainly the pulmonary renal and cardiac tissues the earlier reported delta and the recent omicron are the variants concern the mutations the rbd region spike protein are associated with increased rbd ace receptor interaction this binding affinity between spike protein and the receptor greater omicron than the delta variant more over the omicr ,"['sars', 'cov', 'virus', 'causative', 'agent', 'covid', 'us', 'ace', 'receptor', 'host', 'penetrate', 'infect', 'cell', 'mainly', 'pulmonary', 'renal', 'cardiac', 'tissue', 'earlier', 'reported', 'delta', 'recent', 'omicron', 'variant', 'concern', 'mutation', 'rbd', 'region', 'spike', 'protein', 'associated', 'increased', 'rbd', 'ace', 'receptor', 'interaction', 'binding', 'affinity', 'spike', 'protein', 'receptor', 'greater', 'omicron', 'delta', 'variant', 'omicr']","['sars_cov', 'virus', 'causative', 'agent', 'covid', 'us', 'ace', 'receptor', 'host', 'penetrate', 'infect', 'cell', 'mainly', 'pulmonary', 'renal', 'cardiac', 'tissue', 'earlier', 'reported', 'delta', 'recent', 'omicron', 'variant', 'concern', 'mutation', 'rbd', 'region', 'spike', 'protein', 'associated', 'increased', 'rbd', 'ace', 'receptor', 'interaction', 'binding', 'affinity', 'spike', 'protein', 'receptor', 'greater', 'omicron', 'delta', 'variant', 'omicr']",['sars_cov'],sars agent receptor host penetrate infect cell cardiac tissue omicron variant concern mutation rbd region spike protein ace receptor interaction affinity spike protein receptor omicron delta variant omicr,"['sars_cov', 'sars', 'agent', 'receptor', 'host', 'penetrate', 'infect', 'cell', 'cardiac', 'tissue', 'omicron', 'variant', 'concern', 'mutation', 'rbd', 'region', 'spike', 'protein', 'ace', 'interaction', 'affinity', 'delta', 'omicr']","['sars_cov', 'sars', 'agent', 'receptor', 'host', 'penetrate', 'infect', 'cell', 'cardiac', 'tissue', 'omicron', 'variant', 'concern', 'mutation', 'rbd', 'region', 'spike', 'protein', 'ace', 'interaction', 'affinity', 'delta', 'omicr']"
964, has recently been shown that the titer the sars cov virus decreases cell culture when the cell suspension irradiated with electromagnetic waves frequency ghz assumed that frequency range the gigahertz and sub terahertz ranges was one the key aspects the tuning flickering dipoles the dispersion interaction process the surfaces supramolecular structures verify this assumption the intrinsic thermal radio emission the gigahertz range ,en, has recently been shown that the titer the sars cov virus decreases cell culture when the cell suspension irradiated with electromagnetic waves frequency ghz assumed that frequency range the gigahertz and sub terahertz ranges was one the key aspects the tuning flickering dipoles the dispersion interaction process the surfaces supramolecular structures verify this assumption the intrinsic thermal radio emission the gigahertz range , has recently been shown that the titer the sars cov virus decreases cell culture when the cell suspension irradiated with electromagnetic waves frequency ghz assumed that frequency range the gigahertz and sub terahertz ranges was one the key aspects the tuning flickering dipoles the dispersion interaction process the surfaces supramolecular structures verify this assumption the intrinsic thermal radio emission the gigahertz range ,"['recently', 'shown', 'titer', 'sars', 'cov', 'virus', 'decrease', 'cell', 'culture', 'cell', 'suspension', 'irradiated', 'electromagnetic', 'wave', 'frequency', 'ghz', 'assumed', 'frequency', 'range', 'gigahertz', 'sub', 'terahertz', 'range', 'one', 'key', 'aspect', 'tuning', 'flickering', 'dipole', 'dispersion', 'interaction', 'process', 'surface', 'supramolecular', 'structure', 'verify', 'assumption', 'intrinsic', 'thermal', 'radio', 'emission', 'gigahertz', 'range']","['recently', 'shown', 'titer', 'sars_cov', 'virus', 'decrease', 'cell', 'culture', 'cell', 'suspension', 'irradiated', 'electromagnetic', 'wave', 'frequency', 'ghz', 'assumed', 'frequency', 'range', 'gigahertz', 'sub', 'terahertz', 'range', 'one', 'key', 'aspect', 'tuning', 'flickering', 'dipole', 'dispersion', 'interaction', 'process', 'surface', 'supramolecular', 'structure', 'verify', 'assumption', 'intrinsic', 'thermal', 'radio', 'emission', 'gigahertz', 'range']",['sars_cov'],titer sars decrease cell culture cell suspension wave frequency ghz frequency range gigahertz sub terahertz range key aspect dispersion interaction process surface structure assumption radio emission gigahertz range,"['sars_cov', 'titer', 'sars', 'decrease', 'cell', 'culture', 'suspension', 'wave', 'frequency', 'ghz', 'range', 'gigahertz', 'sub', 'terahertz', 'key', 'aspect', 'dispersion', 'interaction', 'process', 'surface', 'structure', 'assumption', 'radio', 'emission']","['sars_cov', 'titer', 'sars', 'decrease', 'cell', 'culture', 'suspension', 'wave', 'frequency', 'ghz', 'range', 'gigahertz', 'sub', 'terahertz', 'key', 'aspect', 'dispersion', 'interaction', 'process', 'surface', 'structure', 'assumption', 'radio', 'emission']"
965, pathologic hyperreactive inflammatory responses occur when there excessive activation proinflammatory kappa pathway and reduced cytoprotective nrf cascade the noncytotoxic highly selective cox inhibitory flavonol enriched butanol fraction uab from uvaria alba alba was investigated for its inflammatory modulating potential targeting kappa activation and nrf activity enzyme linked immunosorbent assay was initially performed measure levels proinflammato ,en, pathologic hyperreactive inflammatory responses occur when there excessive activation proinflammatory kappa pathway and reduced cytoprotective nrf cascade the noncytotoxic highly selective cox inhibitory flavonol enriched butanol fraction uab from uvaria alba alba was investigated for its inflammatory modulating potential targeting kappa activation and nrf activity enzyme linked immunosorbent assay was initially performed measure levels proinflammato , pathologic hyperreactive inflammatory responses occur when there excessive activation proinflammatory kappa pathway and reduced cytoprotective nrf cascade the noncytotoxic highly selective cox inhibitory flavonol enriched butanol fraction uab from uvaria alba alba was investigated for its inflammatory modulating potential targeting kappa activation and nrf activity enzyme linked immunosorbent assay was initially performed measure levels proinflammato ,"['pathologic', 'hyperreactive', 'inflammatory', 'response', 'occur', 'excessive', 'activation', 'proinflammatory', 'kappa', 'pathway', 'reduced', 'cytoprotective', 'nrf', 'cascade', 'noncytotoxic', 'highly', 'selective', 'cox', 'inhibitory', 'flavonol', 'enriched', 'butanol', 'fraction', 'uab', 'uvaria', 'alba', 'alba', 'investigated', 'inflammatory', 'modulating', 'potential', 'targeting', 'kappa', 'activation', 'nrf', 'activity', 'enzyme', 'linked', 'immunosorbent', 'assay', 'initially', 'performed', 'measure', 'level', 'proinflammato']","['pathologic', 'hyperreactive', 'inflammatory', 'response', 'occur', 'excessive', 'activation', 'proinflammatory', 'kappa', 'pathway', 'reduced', 'cytoprotective', 'nrf', 'cascade', 'noncytotoxic', 'highly', 'selective', 'cox', 'inhibitory', 'flavonol', 'enriched', 'butanol', 'fraction', 'uab', 'uvaria', 'alba', 'alba', 'investigated', 'inflammatory', 'modulating', 'potential', 'targeting', 'kappa', 'activation', 'nrf', 'activity', 'enzyme', 'linked', 'immunosorbent', 'assay', 'initially', 'performed', 'measure', 'level', 'proinflammato']",[],inflammatory response activation proinflammatory kappa pathway nrf cox inhibitory flavonol fraction alba alba activation nrf activity enzyme assay measure level proinflammato,"['inflammatory', 'response', 'activation', 'proinflammatory', 'kappa', 'pathway', 'nrf', 'cox', 'inhibitory', 'flavonol', 'fraction', 'alba', 'activity', 'enzyme', 'assay', 'measure', 'level', 'proinflammato']","['inflammatory', 'response', 'activation', 'proinflammatory', 'kappa', 'pathway', 'nrf', 'cox', 'inhibitory', 'flavonol', 'fraction', 'alba', 'activity', 'enzyme', 'assay', 'measure', 'level', 'proinflammato']"
